;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"25.467";"36.299";"49.591";"50.590";"52.840";"54.802";"56.985";"58.897";"67.734";"78.203";"90.944";"92.260";"93.119";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"12.218";"7.630";"9.373";"10.289";"11.703";"13.054";"15.318";"17.519";"24.265";"28.478";"36.870";"37.519";"38.305";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"9.910";"9.207";"7.271";"6.762";"6.454";"5.720";"4.785";"4.676";"6.077";"11.352";"20.134";"22.394";"24.400";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"58.908";"85.015";"100.143";"101.701";"103.865";"106.182";"107.362";"109.705";"116.204";"122.529";"130.112";"131.697";"133.841";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.686";"5.432";"6.012";"5.531";"5.006";"4.672";"4.018";"3.936";"2.186";"2.111";"2.993";"3.320";"3.676";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"10.398";"11.474";"13.399";"13.558";"13.502";"13.834";"13.469";"12.872";"8.741";"6.740";"7.053";"7.115";"7.670";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"13.688";"35.012";"39.218";"40.140";"40.458";"41.158";"41.087";"41.113";"42.524";"40.323";"32.137";"31.322";"30.740";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14.832";"21.204";"30.317";"31.149";"33.024";"34.504";"36.222";"37.679";"42.486";"45.880";"50.469";"50.896";"51.217";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.739";"4.525";"5.489";"6.026";"6.832";"7.686";"9.150";"10.736";"15.805";"19.108";"23.038";"23.074";"23.175";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.565";"7.368";"5.708";"5.297";"5.043";"4.328";"3.416";"3.369";"4.462";"8.367";"14.422";"15.970";"17.363";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"58.908";"80.008";"93.838";"95.271";"97.296";"98.993";"100.725";"102.159";"108.474";"107.624";"104.333";"103.372";"102.264";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.686";"2.748";"2.566";"2.302";"1.849";"1.667";"1.491";"1.276";"500";"348";"241";"237";"243";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"10.398";"10.205";"11.920";"11.866";"11.640";"11.627";"11.282";"10.346";"6.548";"3.761";"2.607";"2.416";"2.381";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"13.688";"34.203";"38.210";"39.005";"39.266";"39.604";"39.564";"39.265";"39.604";"34.185";"22.885";"21.359";"20.051";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14.832";"21.024";"30.024";"30.840";"32.737";"34.176";"35.907";"37.276";"41.790";"43.495";"45.061";"44.821";"44.216";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.739";"4.501";"5.444";"5.988";"6.782";"7.623";"9.089";"10.660";"15.633";"18.306";"21.197";"21.077";"20.928";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.565";"7.327";"5.674";"5.270";"5.022";"4.296";"3.392";"3.336";"4.399";"7.529";"12.342";"13.462";"14.445";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"5.007";"6.305";"6.430";"6.569";"7.189";"6.637";"7.546";"7.730";"14.905";"25.779";"28.325";"31.577";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"2.684";"3.446";"3.229";"3.157";"3.005";"2.527";"2.660";"1.686";"1.763";"2.752";"3.083";"3.433";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"1.269";"1.479";"1.692";"1.862";"2.207";"2.187";"2.526";"2.193";"2.979";"4.446";"4.699";"5.289";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"809";"1.008";"1.135";"1.192";"1.554";"1.523";"1.848";"2.920";"6.138";"9.252";"9.963";"10.689";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"180";"293";"309";"287";"328";"315";"403";"696";"2.385";"5.408";"6.075";"7.001";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"24";"45";"38";"50";"63";"61";"76";"172";"802";"1.841";"1.997";"2.247";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"41";"34";"27";"21";"32";"24";"33";"63";"838";"2.080";"2.508";"2.918";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"65.714";"103.038";"113.183";"115.538";"114.740";"115.372";"116.837";"118.726";"123.784";"138.614";"160.778";"164.947";"168.468";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"30.135";"46.899";"48.415";"47.927";"44.355";"42.841";"41.302";"40.421";"36.376";"44.379";"53.449";"55.207";"56.250";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14.657";"20.830";"23.885";"25.257";"26.419";"27.155";"28.124";"28.155";"24.886";"23.720";"28.157";"28.574";"29.338";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11.267";"21.692";"23.774";"24.992";"25.943";"26.676";"27.880";"29.563";"37.695";"39.620";"37.936";"38.346";"38.530";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.031";"11.028";"13.947";"14.002";"14.249";"14.616";"14.883";"15.477";"18.465";"23.726";"30.343";"31.195";"31.858";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.918";"2.165";"2.804";"3.029";"3.460";"3.799";"4.391";"4.842";"5.957";"6.448";"9.392";"9.896";"10.481";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"706";"424";"358";"331";"314";"285";"257";"268";"405";"721";"1.501";"1.729";"2.011";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.742";"8.972";"9.005";"8.923";"8.917";"8.741";"8.538";"8.278";"8.339";"8.443";"8.426";"8.450";"8.527";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"844";"1.530";"887";"907";"846";"794";"676";"649";"768";"862";"892";"933";"1.001";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"683";"1.449";"1.281";"1.299";"1.195";"1.102";"1.023";"968";"711";"574";"662";"679";"669";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.197";"2.939";"3.155";"3.127";"3.208";"3.151";"3.104";"2.951";"2.758";"2.350";"1.692";"1.658";"1.645";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.637";"2.365";"2.977";"2.859";"2.864";"2.836";"2.843";"2.758";"3.033";"3.412";"3.393";"3.327";"3.257";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.122";"477";"550";"595";"666";"732";"787";"872";"1.010";"1.138";"1.581";"1.584";"1.661";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"259";"212";"155";"136";"138";"126";"105";"80";"59";"107";"206";"269";"294";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.222";"11.177";"11.481";"12.106";"13.766";"14.480";"15.801";"15.101";"14.825";"17.182";"20.123";"20.542";"20.400";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.050";"2.687";"1.972";"1.786";"2.287";"2.264";"2.288";"1.879";"788";"630";"630";"682";"660";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"648";"2.060";"2.089";"2.317";"2.820";"3.001";"3.355";"3.111";"1.925";"1.381";"1.164";"1.127";"1.061";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"738";"3.062";"3.490";"3.786";"4.252";"4.551";"5.124";"5.100";"5.718";"6.045";"4.726";"4.500";"4.172";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"967";"1.702";"2.350";"2.580";"2.703";"2.846";"3.037";"2.983";"3.750";"5.185";"6.739";"6.842";"6.787";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"439";"463";"530";"639";"745";"837";"990";"1.069";"1.493";"1.784";"2.859";"2.965";"2.988";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"380";"1.203";"1.050";"998";"959";"981";"1.007";"959";"1.151";"2.157";"4.005";"4.426";"4.732";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"22.801";"50.445";"55.870";"58.102";"61.289";"63.395";"64.266";"66.010";"79.882";"88.221";"94.476";"97.203";"99.819";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.370";"7.132";"7.456";"7.952";"8.233";"7.689";"6.715";"6.469";"6.825";"6.941";"7.364";"7.556";"7.503";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.179";"3.830";"4.744";"5.155";"5.995";"6.465";"6.256";"6.469";"6.397";"4.964";"4.862";"4.907";"5.142";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.958";"4.657";"5.438";"5.929";"6.741";"7.072";"7.265";"7.604";"9.825";"8.513";"6.410";"6.359";"6.193";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.668";"3.303";"4.326";"4.546";"4.837";"5.165";"5.325";"5.414";"6.304";"6.808";"6.445";"6.551";"6.606";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.482";"3.216";"3.626";"4.100";"4.613";"5.533";"6.487";"7.273";"10.108";"8.085";"8.280";"7.881";"7.682";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11.144";"28.307";"30.280";"30.420";"30.870";"31.471";"32.218";"32.781";"40.423";"52.910";"61.115";"63.949";"66.693";
;"    Neue Länder ohne Berlin-Ost";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"39.156";"45.666";"47.186";"48.277";"49.557";"50.592";"51.499";"57.528";"64.101";"71.903";"73.401";"74.959";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"10.823";"11.228";"11.275";"10.788";"10.442";"9.931";"9.375";"8.020";"9.816";"12.167";"12.231";"12.506";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.135";"6.998";"7.288";"7.456";"7.578";"7.715";"7.711";"7.431";"5.532";"6.695";"7.119";"7.425";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"8.993";"8.514";"9.400";"10.290";"11.320";"12.173";"12.792";"15.456";"15.547";"13.355";"12.880";"12.660";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"10.998";"13.477";"12.960";"12.563";"11.939";"11.171";"10.366";"9.063";"13.163";"15.598";"15.881";"15.959";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.516";"3.188";"3.821";"4.428";"5.193";"6.140";"7.122";"8.695";"4.081";"6.594";"7.017";"7.417";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.691";"2.261";"2.442";"2.752";"3.085";"3.462";"4.133";"8.863";"15.962";"17.494";"18.273";"18.992";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"36.036";"40.068";"41.067";"41.449";"42.257";"42.633";"42.866";"44.425";"46.831";"51.863";"52.971";"53.913";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"10.492";"10.517";"10.460";"9.820";"9.561";"9.021";"8.541";"7.287";"8.803";"10.717";"10.873";"11.203";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.034";"6.731";"6.942";"7.058";"7.161";"7.285";"7.279";"6.939";"5.141";"6.115";"6.493";"6.756";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"8.783";"8.273";"9.120";"9.970";"10.949";"11.779";"12.349";"14.967";"15.082";"12.895";"12.459";"12.193";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"10.281";"12.423";"12.042";"11.708";"11.153";"10.487";"9.761";"8.677";"12.670";"15.069";"15.353";"15.440";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.058";"1.853";"2.236";"2.611";"3.115";"3.728";"4.503";"5.512";"3.103";"5.247";"5.770";"6.193";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"388";"271";"267";"282";"318";"333";"433";"1.043";"2.032";"1.820";"2.023";"2.128";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"14.810";"17.435";"17.859";"18.125";"18.439";"18.619";"18.783";"18.594";"18.932";"19.994";"20.292";"20.528";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2.102";"1.084";"973";"790";"747";"648";"620";"386";"306";"655";"677";"749";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2.265";"3.315";"3.197";"2.959";"2.661";"2.438";"2.231";"1.575";"1.098";"1.156";"1.278";"1.362";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"4.556";"4.836";"5.303";"5.819";"6.357";"6.804";"6.972";"7.035";"6.351";"5.221";"4.978";"4.787";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.196";"7.110";"7.019";"6.899";"6.613";"6.212";"5.796";"5.125";"7.516";"8.270";"8.241";"8.152";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"432";"882";"1.144";"1.425";"1.784";"2.225";"2.791";"3.553";"1.940";"3.256";"3.551";"3.834";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"259";"208";"223";"233";"277";"292";"373";"920";"1.721";"1.436";"1.567";"1.644";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"14.790";"17.111";"17.389";"17.659";"17.807";"17.956";"18.058";"17.778";"17.061";"16.400";"16.269";"16.092";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2.086";"873";"667";"462";"368";"288";"267";"157";"79";"71";"75";"67";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2.265";"3.265";"3.117";"2.862";"2.512";"2.254";"2.005";"1.298";"758";"510";"509";"524";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"4.556";"4.812";"5.266";"5.800";"6.312";"6.736";"6.886";"6.821";"5.651";"4.150";"3.797";"3.497";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.193";"7.081";"6.985";"6.883";"6.576";"6.182";"5.764";"5.079";"7.234";"7.574";"7.456";"7.296";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"431";"874";"1.133";"1.419";"1.766";"2.207";"2.768";"3.516";"1.835";"2.947";"3.190";"3.421";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"259";"206";"221";"233";"273";"289";"368";"907";"1.504";"1.148";"1.242";"1.287";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"20";"324";"470";"466";"632";"663";"725";"816";"1.871";"3.594";"4.023";"4.436";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"16";"211";"306";"328";"379";"360";"353";"229";"227";"584";"602";"682";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"50";"80";"97";"149";"184";"226";"277";"340";"646";"769";"838";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"24";"37";"19";"45";"68";"86";"214";"700";"1.071";"1.181";"1.290";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3";"29";"34";"16";"37";"30";"32";"46";"282";"696";"785";"856";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1";"8";"11";"6";"18";"18";"23";"37";"105";"309";"361";"413";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"2";"2";"";"4";"3";"5";"13";"217";"288";"325";"357";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"18.209";"19.553";"19.803";"19.897";"20.468";"20.629";"20.751";"22.727";"25.018";"28.844";"29.454";"30.032";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"7.884";"9.088";"9.127";"8.637";"8.482";"8.044";"7.656";"6.688";"8.308";"9.799";"9.826";"10.016";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2.499";"3.110";"3.401";"3.729";"4.148";"4.451";"4.646";"5.048";"3.880";"4.745";"4.953";"5.109";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.431";"2.865";"3.131";"3.466";"3.842";"4.163";"4.491";"6.823";"7.754";"7.056";"6.878";"6.810";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.843";"3.708";"3.331";"3.197";"3.057";"2.929";"2.775";"2.721";"4.008";"5.540";"5.855";"6.020";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"473";"737";"786";"833";"913";"1.022";"1.152";"1.385";"883";"1.475";"1.655";"1.775";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"79";"45";"27";"35";"26";"20";"31";"62";"185";"229";"287";"302";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.926";"1.722";"1.731";"1.686";"1.715";"1.698";"1.684";"1.485";"1.241";"1.276";"1.285";"1.268";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"253";"131";"115";"108";"126";"118";"105";"89";"78";"103";"93";"85";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"168";"175";"175";"181";"185";"180";"192";"123";"50";"87";"112";"121";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"540";"333";"379";"350";"402";"438";"463";"541";"395";"231";"212";"198";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"849";"928";"892";"855";"782";"719";"652";"449";"567";"596";"591";"577";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"102";"147";"168";"188";"214";"238";"268";"276";"142";"240";"256";"265";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"14";"8";"2";"4";"6";"5";"4";"7";"9";"19";"21";"22";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.091";"1.358";"1.674";"1.741";"1.635";"1.687";"1.648";"1.619";"1.640";"1.749";"1.940";"2.085";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"253";"214";"245";"285";"206";"211";"160";"124";"111";"160";"277";"353";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"102";"131";"169";"189";"167";"216";"210";"193";"113";"127";"150";"164";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"256";"239";"307";"335";"348";"374";"423";"568";"582";"387";"391";"398";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"393";"677";"800";"757";"701";"627";"538";"382";"579";"663";"666";"691";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"51";"87";"138";"165";"204";"243";"292";"298";"138";"276";"308";"319";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"36";"10";"15";"10";"9";"16";"25";"54";"117";"136";"148";"160";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.120";"5.598";"6.119";"6.828";"7.300";"7.959";"8.633";"13.103";"17.270";"20.040";"20.430";"21.046";
