

Kopieren Sie folgende Adresse und fügen Sie sie in Ihren Browser ein, um diese gestaltbare Tabelle erneut aufzurufen. (Der Link ist 7 Tage gültig.)
http://www.gbe-bund.de/gbe10/i?i=656:36406946D
 
Bei den Ärztekammern registrierte Ärztinnen und Ärzte mit Gebiets- und Facharztbezeichnung (absolut, je 100.000 Einwohner und Einwohner je Arzt). Gliederungsmerkmale: Jahre, Region, Alter, Geschlecht, Gebiets-/Facharztbezeichnung, Tätigkeitsbereich                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
****************************************************************************************************
                                                                                                    
Diese Tabelle bezieht sich auf:
Region:;Deutschland
Geschlecht:;Beide Geschlechter
Tätigkeitsbereich:;Tätigkeitsbereiche insgesamt
Darstellung:;Anzahl Ärzte/Ärztinnen
""
;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"    Chirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"1.371";"1.435";"1.515";"1.612";"1.779";"2.118";"2.212";"2.490";"2.887";"3.240";"3.631";"3.836";"4.117";"4.280";"4.211";"3.971";"3.861";"3.916";"3.931";"4.072";"4.433";"4.802";"4.982";"5.146";"5.263";"5.317";"5.439";
;"       Allgemeinchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"1.043";"1.094";"1.159";"1.223";"1.335";"1.630";"1.638";"1.795";"2.042";"2.248";"2.514";"2.612";"2.782";"2.893";"2.824";"2.616";"2.520";"2.540";"2.533";"2.609";"2.834";"3.054";"3.100";"3.154";"3.174";"3.174";"3.143";
;"       Gefäßchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"2";"3";"6";"12";"15";"22";
;"       Herzchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"1";"1";"1";"7";"11";"15";"15";"11";"12";"13";"21";"24";"28";"32";"33";"35";"34";"33";"39";"44";"63";"63";"69";"72";"83";
;"       Kinderchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"4";"9";"11";"12";"17";"19";"29";"31";"39";"46";"48";"54";"54";"50";"44";"39";"31";"30";"25";"28";"36";"47";"52";"69";"88";"93";"94";
;"       Orthopädie und Unfallchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"324";"332";"344";"375";"423";"456";"524";"638";"774";"916";"1.036";"1.129";"1.229";"1.281";"1.287";"1.248";"1.226";"1.260";"1.280";"1.335";"1.445";"1.561";"1.663";"1.744";"1.804";"1.833";"1.947";
;"       Plastische und Ästhetische Chirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"1";"3";"6";"10";"11";"17";"19";"21";"28";"31";"32";"28";"31";"43";"45";"50";"56";"69";"75";"81";"85";"86";"95";"103";
;"       Thoraxchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"1";"1";"3";"3";"3";"2";"3";"6";"8";
;"       Viszeralchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"6";"6";"8";"9";"7";"16";"17";"23";"27";"29";"39";
;"    Frauenheilkunde und Geburtshilfe";".";".";".";".";".";".";".";".";".";".";".";".";"910";"910";"956";"1.053";"1.189";"1.214";"1.503";"1.725";"2.026";"2.295";"2.593";"2.847";"3.082";"3.158";"3.051";"2.906";"2.744";"2.650";"2.602";"2.568";"2.648";"2.763";"2.810";"2.915";"2.907";"2.983";"3.110";
;"       Frauenheilkunde und Geburtshilfe";".";".";".";".";".";".";".";".";".";".";".";".";"910";"910";"956";"1.053";"1.189";"1.214";"1.503";"1.725";"2.026";"2.295";"2.593";"2.847";"3.082";"3.158";"3.051";"2.906";"2.744";"2.650";"2.602";"2.568";"2.648";"2.763";"2.810";"2.915";"2.907";"2.983";"3.110";
;"    Hals-Nasen-Ohrenheilkunde";".";".";".";".";".";".";".";".";".";".";".";".";"359";"348";"348";"388";"460";"523";"587";"637";"731";"790";"852";"907";"977";"1.001";"954";"894";"837";"814";"776";"770";"808";"866";"904";"928";"947";"968";"1.004";
;"       Hals-Nasen-Ohrenheilkunde";".";".";".";".";".";".";".";".";".";".";".";".";"359";"348";"348";"388";"459";"516";"578";"626";"719";"774";"832";"886";"954";"980";"935";"878";"822";"799";"760";"754";"791";"844";"878";"901";"923";"936";"967";
;"       Sprach-, Stimm- und kindliche Hörstörungen";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"1";"7";"9";"11";"12";"16";"20";"21";"23";"21";"19";"16";"15";"15";"16";"16";"17";"22";"26";"27";"24";"32";"37";
;"    Haut- und Geschlechtskrankheiten";".";".";".";".";".";".";".";".";".";".";".";".";"211";"227";"256";"296";"345";"425";"473";"541";"617";"695";"744";"787";"859";"864";"823";"771";"735";"699";"678";"707";"759";"780";"814";"861";"859";"864";"895";
;"       Haut- und Geschlechtskrankheiten";".";".";".";".";".";".";".";".";".";".";".";".";"211";"227";"256";"296";"345";"425";"473";"541";"617";"695";"744";"787";"859";"864";"823";"771";"735";"699";"678";"707";"759";"780";"814";"861";"859";"864";"895";
;"    Humangenetik";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"1";"5";"9";"10";"9";"14";"23";"27";"32";"35";"33";"29";"24";"22";"21";"21";"24";"33";"39";"38";"43";"46";"46";"47";
;"       Humangenetik";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"1";"5";"9";"10";"9";"14";"23";"27";"32";"35";"33";"29";"24";"22";"21";"21";"24";"33";"39";"38";"43";"46";"46";"47";
;"    Hygiene und Umweltmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"24";"26";"42";"35";"58";"71";"79";"94";"108";"123";"121";"120";"121";"115";"99";"78";"61";"48";"38";"35";"38";"46";"53";"51";"49";"53";"60";
;"       Hygiene und Umweltmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"24";"26";"42";"35";"58";"71";"79";"94";"108";"123";"121";"120";"121";"115";"99";"78";"61";"48";"38";"35";"38";"46";"53";"51";"49";"53";"60";
;"    Innere Medizin";".";".";".";".";".";".";".";".";".";".";".";".";"2.374";"2.388";"2.504";"2.710";"3.022";"3.363";"3.835";"4.321";"4.967";"5.476";"6.052";"6.566";"7.057";"7.318";"7.115";"6.768";"6.385";"6.204";"5.935";"5.850";"6.243";"6.547";"6.726";"6.967";"7.117";"7.222";"7.384";
;"       Innere Medizin";".";".";".";".";".";".";".";".";".";".";".";".";"2.288";"2.311";"2.431";"2.642";"2.952";"3.293";"3.757";"4.228";"4.863";"5.358";"5.906";"6.409";"6.900";"7.153";"6.953";"6.617";"6.255";"6.086";"5.793";"5.711";"6.082";"6.363";"6.531";"6.755";"6.899";"6.990";"7.090";
;"       Innere Medizin und Angiologie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"2";"6";
;"       Innere Medizin und Endokrinologie und Diabetologie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"2";"4";"6";
;"       Innere Medizin und Gastroenterologie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2";"2";"1";"3";"4";"6";"9";"19";"34";
;"       Innere Medizin und Geriatrie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"6";"5";"4";"5";"4";"5";"6";
;"       Innere Medizin und Hämatologie und Onkologie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"4";"7";"19";
;"       Innere Medizin und Kardiologie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"";"1";"";"";"1";"2";"6";"12";"29";
;"       Innere Medizin und Nephrologie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2";"3";"4";"4";"5";"6";"14";
;"       Innere Medizin und Pneumologie";".";".";".";".";".";".";".";".";".";".";".";".";"86";"77";"73";"68";"70";"70";"78";"93";"104";"118";"146";"157";"157";"165";"161";"150";"128";"116";"138";"132";"150";"171";"179";"188";"186";"175";"175";
;"       Innere Medizin und Rheumatologie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2";"2";"2";"2";"1";"2";"5";
;"    Kinder- und Jugendmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"776";"813";"836";"930";"1.088";"1.221";"1.348";"1.545";"1.867";"2.125";"2.328";"2.541";"2.726";"2.738";"2.566";"2.338";"2.094";"1.936";"1.799";"1.791";"1.897";"2.033";"2.119";"2.186";"2.230";"2.246";"2.319";
;"       Kinder- und Jugendmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"776";"813";"836";"930";"1.088";"1.221";"1.348";"1.545";"1.867";"2.125";"2.328";"2.541";"2.726";"2.738";"2.566";"2.338";"2.094";"1.936";"1.799";"1.791";"1.897";"2.033";"2.119";"2.186";"2.230";"2.246";"2.319";
;"    Kinder- und Jugendpsychiatrie und -psychotherapie";".";".";".";".";".";".";".";".";".";".";".";".";"30";"28";"31";"33";"43";"57";"66";"88";"96";"125";"137";"155";"163";"178";"185";"167";"169";"171";"195";"184";"201";"220";"243";"249";"264";"285";"300";
;"       Kinder- und Jugendpsychiatrie und -psychotherapie";".";".";".";".";".";".";".";".";".";".";".";".";"30";"28";"31";"33";"43";"57";"66";"88";"96";"125";"137";"155";"163";"178";"185";"167";"169";"171";"195";"184";"201";"220";"243";"249";"264";"285";"300";
;"    Laboratoriumsmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"83";"91";"87";"88";"106";"122";"135";"146";"165";"192";"222";"231";"245";"237";"230";"211";"193";"174";"160";"139";"145";"153";"155";"170";"185";"184";"198";
;"       Laboratoriumsmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"83";"91";"87";"88";"106";"122";"135";"146";"165";"192";"222";"231";"245";"237";"230";"211";"193";"174";"160";"139";"145";"153";"155";"170";"185";"184";"198";
;"    Mikrobiologie, Virologie, Infektionsepidemiologie";".";".";".";".";".";".";".";".";".";".";".";".";"59";"61";"54";"62";"69";"85";"84";"95";"114";"123";"138";"138";"150";"153";"139";"121";"98";"98";"87";"69";"80";"89";"93";"107";"114";"124";"126";
;"       Mikrobiologie, Virologie und Infektionsepidemiologie";".";".";".";".";".";".";".";".";".";".";".";".";"59";"61";"54";"62";"69";"85";"84";"95";"114";"123";"138";"138";"150";"153";"139";"121";"98";"98";"87";"69";"80";"89";"93";"107";"114";"124";"126";
;"    Mund-Kiefer-Gesichtschirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"54";"54";"56";"57";"61";"61";"65";"62";"76";"86";"102";"122";"133";"151";"151";"157";"162";"180";"191";"203";"217";"219";"213";"215";"219";"223";"233";
;"       Mund-Kiefer-Gesichtschirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"54";"54";"56";"57";"61";"61";"65";"62";"76";"86";"102";"122";"133";"151";"151";"157";"162";"180";"191";"203";"217";"219";"213";"215";"219";"223";"233";
;"    Nervenheilkunde";".";".";".";".";".";".";".";".";".";".";".";".";"437";"433";"458";"471";"541";"601";"682";"790";"902";"1.029";"1.188";"1.314";"1.418";"1.477";"1.414";"1.350";"1.267";"1.207";"1.150";"1.118";"1.144";"1.186";"1.183";"1.171";"1.130";"1.099";"1.048";
;"       Nervenheilkunde";".";".";".";".";".";".";".";".";".";".";".";".";"437";"433";"458";"471";"541";"601";"682";"790";"902";"1.029";"1.188";"1.314";"1.418";"1.477";"1.414";"1.350";"1.267";"1.207";"1.150";"1.118";"1.144";"1.186";"1.183";"1.171";"1.130";"1.099";"1.048";
;"    Neurochirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"27";"40";"39";"44";"41";"46";"47";"55";"68";"84";"94";"105";"115";"123";"129";"122";"114";"115";"118";"128";"135";"151";"174";"198";"212";"226";"235";
;"       Neurochirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"27";"40";"39";"44";"41";"46";"47";"55";"68";"84";"94";"105";"115";"123";"129";"122";"114";"115";"118";"128";"135";"151";"174";"198";"212";"226";"235";
;"    Neurologie";".";".";".";".";".";".";".";".";".";".";".";".";"57";"59";"62";"73";"78";"79";"81";"86";"130";"115";"129";"143";"159";"184";"185";"153";"157";"166";"174";"198";"220";"261";"290";"330";"355";"399";"434";
;"       Neurologie";".";".";".";".";".";".";".";".";".";".";".";".";"57";"59";"62";"73";"78";"79";"81";"86";"130";"115";"129";"143";"159";"184";"185";"153";"157";"166";"174";"198";"220";"261";"290";"330";"355";"399";"434";
;"    Nuklearmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"32";"31";"39";"45";"53";"46";"59";"79";"94";"132";"137";"158";"175";"182";"182";"156";"131";"136";"108";"102";"114";"115";"124";"129";"149";"156";"158";
;"       Nuklearmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"32";"31";"39";"45";"53";"46";"59";"79";"94";"132";"137";"158";"175";"182";"182";"156";"131";"136";"108";"102";"114";"115";"124";"129";"149";"156";"158";
;"    Öffentliches Gesundheitswesen";".";".";".";".";".";".";".";".";".";".";".";".";"75";"74";"81";"80";"79";"107";"129";"148";"193";"231";"255";"283";"302";"313";"306";"280";"262";"243";"250";"268";"282";"311";"334";"357";"362";"361";"358";
;"       Öffentliches Gesundheitswesen";".";".";".";".";".";".";".";".";".";".";".";".";"75";"74";"81";"80";"79";"107";"129";"148";"193";"231";"255";"283";"302";"313";"306";"280";"262";"243";"250";"268";"282";"311";"334";"357";"362";"361";"358";
;"    Pathologie";".";".";".";".";".";".";".";".";".";".";".";".";"103";"104";"110";"139";"156";"172";"186";"210";"247";"271";"303";"324";"343";"344";"305";"274";"236";"207";"196";"181";"205";"225";"234";"237";"247";"270";"288";
;"       Neuropathologie";".";".";".";".";".";".";".";".";".";".";".";".";"4";"6";"9";"9";"9";"7";"7";"5";"6";"7";"7";"13";"10";"12";"11";"11";"8";"5";"5";"2";"3";"3";"5";"5";"7";"10";"13";
;"       Pathologie";".";".";".";".";".";".";".";".";".";".";".";".";"99";"98";"101";"130";"147";"165";"179";"205";"241";"264";"296";"311";"333";"332";"294";"263";"228";"202";"191";"179";"202";"222";"229";"232";"240";"260";"275";
;"    Pharmakologie";".";".";".";".";".";".";".";".";".";".";".";".";"48";"53";"61";"64";"65";"73";"78";"78";"80";"100";"109";"124";"135";"151";"143";"132";"115";"92";"80";"71";"73";"76";"80";"84";"93";"95";"105";
;"       Klinische Pharmakologie";".";".";".";".";".";".";".";".";".";".";".";".";"2";"2";"2";"2";"6";"11";"13";"15";"17";"31";"31";"35";"41";"49";"46";"41";"37";"35";"32";"28";"28";"31";"32";"35";"41";"42";"47";
;"       Pharmakologie und Toxikologie";".";".";".";".";".";".";".";".";".";".";".";".";"46";"51";"59";"62";"59";"62";"65";"63";"63";"69";"78";"89";"94";"102";"97";"91";"78";"57";"48";"43";"45";"45";"48";"49";"52";"53";"58";
;"    Physikalische und Rehabilitative Medizin";".";".";".";".";".";".";".";".";".";".";".";".";"14";"17";"18";"22";"35";"60";"80";"111";"146";"207";"232";"270";"308";"333";"347";"324";"319";"334";"329";"320";"357";"390";"407";"442";"467";"497";"496";
;"       Physikalische und Rehabilitative Medizin";".";".";".";".";".";".";".";".";".";".";".";".";"14";"17";"18";"22";"35";"60";"80";"111";"146";"207";"232";"270";"308";"333";"347";"324";"319";"334";"329";"320";"357";"390";"407";"442";"467";"497";"496";
;"    Physiologie";".";".";".";".";".";".";".";".";".";".";".";".";"19";"22";"21";"23";"22";"15";"19";"25";"34";"31";"32";"38";"41";"40";"32";"31";"27";"23";"19";"15";"17";"17";"21";"21";"23";"25";"24";
;"       Physiologie";".";".";".";".";".";".";".";".";".";".";".";".";"19";"22";"21";"23";"22";"15";"19";"25";"34";"31";"32";"38";"41";"40";"32";"31";"27";"23";"19";"15";"17";"17";"21";"21";"23";"25";"24";
;"    Psychiatrie und Psychotherapie";".";".";".";".";".";".";".";".";".";".";".";".";"53";"55";"52";"55";"64";"74";"91";"116";"142";"190";"231";"278";"337";"371";"416";"447";"464";"553";"633";"725";"864";"1.003";"1.099";"1.213";"1.327";"1.439";"1.578";
;"       Psychiatrie und Psychotherapie";".";".";".";".";".";".";".";".";".";".";".";".";"53";"55";"52";"55";"64";"74";"91";"116";"142";"190";"231";"278";"337";"371";"416";"447";"464";"553";"633";"725";"864";"1.003";"1.099";"1.213";"1.327";"1.439";"1.578";
;"    Psychosomatische Medizin und Psychotherapie";".";".";".";".";".";".";".";".";".";".";".";".";"6";"9";"8";"10";"30";"72";"116";"177";"255";"378";"452";"556";"678";"768";"799";"804";"835";"910";"950";"971";"1.110";"1.227";"1.265";"1.250";"1.191";"1.176";"1.157";
;"       Psychosomatische Medizin und Psychotherapie";".";".";".";".";".";".";".";".";".";".";".";".";"6";"9";"8";"10";"30";"72";"116";"177";"255";"378";"452";"556";"678";"768";"799";"804";"835";"910";"950";"971";"1.110";"1.227";"1.265";"1.250";"1.191";"1.176";"1.157";
;"    Radiologie";".";".";".";".";".";".";".";".";".";".";".";".";"387";"374";"388";"392";"393";"474";"533";"576";"685";"770";"914";"1.004";"1.096";"1.172";"1.143";"1.074";"1.012";"990";"931";"932";"978";"1.052";"1.106";"1.156";"1.256";"1.278";"1.381";
;"       Radiologie";".";".";".";".";".";".";".";".";".";".";".";".";"387";"374";"388";"392";"393";"474";"533";"576";"685";"770";"914";"1.004";"1.096";"1.172";"1.143";"1.074";"1.012";"990";"931";"932";"978";"1.052";"1.106";"1.156";"1.256";"1.278";"1.381";
;"    Rechtsmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"29";"31";"29";"31";"29";"27";"26";"29";"35";"40";"46";"52";"55";"50";"47";"41";"35";"32";"27";"31";"35";"39";"38";"44";"45";"44";"44";
;"       Rechtsmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"29";"31";"29";"31";"29";"27";"26";"29";"35";"40";"46";"52";"55";"50";"47";"41";"35";"32";"27";"31";"35";"39";"38";"44";"45";"44";"44";
;"    Strahlentherapie";".";".";".";".";".";".";".";".";".";".";".";".";"6";"7";"7";"10";"13";"16";"18";"24";"30";"37";"43";"49";"54";"57";"46";"46";"52";"59";"70";"75";"81";"95";"109";"111";"126";"147";"173";
;"       Strahlentherapie";".";".";".";".";".";".";".";".";".";".";".";".";"6";"7";"7";"10";"13";"16";"18";"24";"30";"37";"43";"49";"54";"57";"46";"46";"52";"59";"70";"75";"81";"95";"109";"111";"126";"147";"173";
;"    Transfusionsmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"9";"9";"10";"10";"20";"24";"32";"44";"52";"65";"73";"82";"89";"90";"89";"79";"59";"57";"56";"63";"64";"66";"87";"94";"94";"110";"123";
;"       Transfusionsmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"9";"9";"10";"10";"20";"24";"32";"44";"52";"65";"73";"82";"89";"90";"89";"79";"59";"57";"56";"63";"64";"66";"87";"94";"94";"110";"123";
;"    Urologie";".";".";".";".";".";".";".";".";".";".";".";".";"173";"185";"187";"220";"265";"313";"379";"448";"551";"636";"730";"828";"887";"927";"887";"837";"760";"696";"674";"653";"696";"721";"763";"823";"872";"882";"911";
;"       Urologie";".";".";".";".";".";".";".";".";".";".";".";".";"173";"185";"187";"220";"265";"313";"379";"448";"551";"636";"730";"828";"887";"927";"887";"837";"760";"696";"674";"653";"696";"721";"763";"823";"872";"882";"911";
;"    Sonstige Gebiete";".";".";".";".";".";".";".";".";".";".";".";".";"34";"61";"91";"108";"122";"92";"90";"107";"130";"134";"155";"152";"151";"155";"147";"138";"118";"104";"98";"94";"94";"89";"91";"87";"83";"79";"76";
;"       Sozialhygiene";".";".";".";".";".";".";".";".";".";".";".";".";"23";"38";"38";"46";"52";"60";"61";"72";"84";"87";"98";"88";"81";"76";"69";"60";"45";"32";"27";"20";"20";"18";"15";"14";"14";"15";"14";
;"       Sportmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"10";"19";"20";"18";"17";"22";"20";"25";"33";"37";"45";"50";"49";"52";"47";"46";"35";"32";"32";"26";"25";"24";"30";"29";"27";"26";"24";
;"       Sonstige Facharztbezeichnungen";".";".";".";".";".";".";".";".";".";".";".";".";"1";"4";"33";"44";"53";"10";"9";"10";"13";"10";"12";"14";"21";"27";"31";"32";"38";"40";"39";"48";"49";"47";"46";"44";"42";"38";"38";
;"    Ohne Gebiet";".";".";".";".";".";".";".";".";".";".";".";".";"2.208";"2.158";"2.198";"2.346";"2.741";"2.727";"3.079";"3.362";"3.715";"4.127";"4.494";"4.822";"5.095";"5.210";"4.926";"4.844";"4.702";"4.888";"5.282";"5.681";"6.402";"7.046";"7.394";"7.741";"7.844";"8.024";"8.117";
;"       Ohne Facharztbezeichnung";".";".";".";".";".";".";".";".";".";".";".";".";"2.082";"1.957";"1.987";"2.007";"2.216";"2.223";"2.533";"2.739";"3.086";"3.380";"3.638";"3.879";"4.076";"4.188";"4.106";"3.998";"3.848";"4.044";"4.388";"4.700";"5.296";"5.820";"6.134";"6.427";"6.524";"6.686";"6.782";
;"       Praktische Ärztin/Praktischer Arzt";".";".";".";".";".";".";".";".";".";".";".";".";"126";"201";"211";"339";"525";"504";"546";"623";"629";"747";"856";"943";"1.019";"1.022";"820";"846";"854";"844";"894";"981";"1.106";"1.226";"1.260";"1.314";"1.320";"1.338";"1.335";
"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";".";".";".";".";".";".";".";".";".";".";".";"39.205";"39.589";"39.768";"39.768";"39.812";"39.624";"40.076";"40.276";"40.465";"41.590";"43.050";"45.235";"47.371";"50.113";"55.363";"59.247";"64.786";"69.809";"75.422";"80.224";"82.783";"86.759";"89.085";"93.780";"98.743";"104.616";"110.085";
;"    Allgemeinmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"8.930";"8.719";"8.504";"8.208";"7.776";"7.681";"7.516";"7.371";"7.280";"7.243";"7.263";"7.433";"7.591";"7.999";"8.996";"9.567";"10.544";"11.406";"12.472";"13.421";"13.949";"14.916";"15.490";"16.635";"18.006";"19.484";"20.784";
;"       Allgemeinmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"8.930";"8.719";"8.504";"8.208";"7.776";"7.681";"7.516";"7.371";"7.280";"7.243";"7.263";"7.433";"7.591";"7.999";"8.996";"9.567";"10.544";"11.406";"12.472";"13.421";"13.949";"14.916";"15.490";"16.635";"18.006";"19.484";"20.784";
;"    Anästhesiologie";".";".";".";".";".";".";".";".";".";".";".";".";"242";"274";"313";"352";"402";"453";"514";"565";"641";"734";"829";"988";"1.149";"1.317";"1.657";"1.865";"2.134";"2.453";"2.762";"3.059";"3.246";"3.552";"3.751";"4.056";"4.362";"4.745";"5.172";
;"       Anästhesiologie";".";".";".";".";".";".";".";".";".";".";".";".";"242";"274";"313";"352";"402";"453";"514";"565";"641";"734";"829";"988";"1.149";"1.317";"1.657";"1.865";"2.134";"2.453";"2.762";"3.059";"3.246";"3.552";"3.751";"4.056";"4.362";"4.745";"5.172";
;"    Anatomie";".";".";".";".";".";".";".";".";".";".";".";".";"";"2";"1";"2";"7";"12";"16";"17";"20";"22";"29";"34";"39";"47";"55";"58";"61";"66";"70";"75";"78";"80";"79";"78";"78";"77";"80";
;"       Anatomie";".";".";".";".";".";".";".";".";".";".";".";".";"";"2";"1";"2";"7";"12";"16";"17";"20";"22";"29";"34";"39";"47";"55";"58";"61";"66";"70";"75";"78";"80";"79";"78";"78";"77";"80";
;"    Arbeitsmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"460";"484";"501";"489";"504";"505";"515";"575";"592";"632";"656";"732";"737";"794";"892";"974";"1.063";"1.150";"1.232";"1.305";"1.357";"1.447";"1.470";"1.525";"1.573";"1.652";"1.731";
;"       Arbeitsmedizin";".";".";".";".";".";".";".";".";".";".";".";".";"460";"484";"501";"489";"504";"505";"515";"575";"592";"632";"656";"732";"737";"794";"892";"974";"1.063";"1.150";"1.232";"1.305";"1.357";"1.447";"1.470";"1.525";"1.573";"1.652";"1.731";
;"    Augenheilkunde";".";".";".";".";".";".";".";".";".";".";".";".";"1.114";"1.152";"1.170";"1.195";"1.213";"1.234";"1.231";"1.271";"1.277";"1.310";"1.373";"1.444";"1.514";"1.597";"1.760";"1.879";"2.029";"2.202";"2.374";"2.483";"2.571";"2.678";"2.743";"2.850";"2.960";"3.081";"3.183";
;"       Augenheilkunde";".";".";".";".";".";".";".";".";".";".";".";".";"1.114";"1.152";"1.170";"1.195";"1.213";"1.234";"1.231";"1.271";"1.277";"1.310";"1.373";"1.444";"1.514";"1.597";"1.760";"1.879";"2.029";"2.202";"2.374";"2.483";"2.571";"2.678";"2.743";"2.850";"2.960";"3.081";"3.183";
;"    Biochemie";".";".";".";".";".";".";".";".";".";".";".";".";"";"4";"5";"5";"7";"7";"7";"10";"13";"15";"16";"17";"23";"27";"32";"34";"35";"39";"39";"42";"44";"47";"49";"47";"50";"48";"53";
;"       Biochemie";".";".";".";".";".";".";".";".";".";".";".";".";"";"4";"5";"5";"7";"7";"7";"10";"13";"15";"16";"17";"23";"27";"32";"34";"35";"39";"39";"42";"44";"47";"49";"47";"50";"48";"53";
;"    Chirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"3.090";"3.160";"3.151";"3.208";"3.236";"3.332";"3.450";"3.534";"3.613";"3.804";"3.964";"4.241";"4.498";"4.769";"5.288";"5.699";"6.243";"6.692";"7.211";"7.704";"7.956";"8.359";"8.628";"9.098";"9.588";"10.162";"10.739";
;"       Allgemeinchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"2.365";"2.415";"2.392";"2.432";"2.463";"2.527";"2.604";"2.652";"2.714";"2.862";"2.967";"3.182";"3.346";"3.493";"3.831";"4.089";"4.438";"4.722";"5.033";"5.320";"5.436";"5.653";"5.809";"6.087";"6.354";"6.652";"7.006";
;"       Gefäßchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"";"";"1";"3";
;"       Herzchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"1";"1";"1";"1";"3";"6";"7";"12";"16";"20";"21";"19";"23";"25";"34";"36";"38";"47";"51";"59";"66";"72";"77";
;"       Kinderchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"1";"1";"1";"3";"4";"5";"6";"13";"15";"19";"23";"27";"37";"46";"56";"65";"70";"78";"84";"89";"89";"96";"100";"103";"101";"117";"125";
;"       Orthopädie und Unfallchirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"724";"744";"758";"773";"768";"798";"837";"865";"878";"911";"958";"1.010";"1.085";"1.194";"1.358";"1.498";"1.680";"1.832";"2.018";"2.209";"2.337";"2.492";"2.586";"2.754";"2.955";"3.189";"3.372";
;"       Plastische und Ästhetische Chirurgie";".";".";".";".";".";".";".";".";".";".";".";".";"";"";"";"";"";"1";"2";"3";"3";"6";"9";"10";"14";"16";"22";"26";"30";"34";"41";"46";"48";"62";"72";"84";"98";"113";"129";
